DC Number,Offense Date,Offense,Sentence Date,County,Case No.,Prison Sentence Length
V25581,01/07/2007,HOME-INVAS.ROBB.FA/DLY.WPN,03/04/2009,FLAGLER,0700033,SENTENCED TO LIFE
V25581,01/07/2007,KIDNAP;COMM.OR FAC.FELONY,03/04/2009,FLAGLER,0700033,SENTENCED TO LIFE
V25581,01/07/2007,FLEE LEO/NO REGARD,03/04/2009,FLAGLER,0700033,15Y 0M 0D
378912,12/08/2007,ROBB. GUN OR DEADLY WPN,03/16/2009,BREVARD,0765080,SENTENCED TO LIFE
378912,12/08/2007,FEL/DELI W/GUN/CONC WPN/AMMO,03/16/2009,BREVARD,0765080,15Y 0M 0D
378912,12/08/2007,POSSESS ILLEGAL WEAPON,03/16/2009,BREVARD,0765080,15Y 0M 0D
378912,06/26/2019,1ST DG MUR/PREMED. OR ATT.,03/13/2020,LAFAYETTE,1900055,DEATH SENTENCE
378912,06/26/2019,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),03/13/2020,LAFAYETTE,1900055,SENTENCED TO LIFE
378912,06/26/2019,1ST DG MUR/PREMED. OR ATT.(CONSPIRACY TO COMMIT),03/13/2020,LAFAYETTE,1900055,30Y 0M 0D
378912,06/26/2019,CONSTRUC.POSSESS CONTRAB.,03/13/2020,LAFAYETTE,1900055,15Y 0M 0D
V14470,11/08/2008,BURG/DWELL/OCCUP.CONVEY,03/03/2009,CLAY,0802122,10Y 0M 0D
V14470,11/14/2008,BURGUNOCCSTRUC/CV OR ATT.,03/03/2009,CLAY,0802122,5Y 0M 0D
V14470,11/18/2008,BURGUNOCCSTRUC/CV OR ATT.,03/03/2009,CLAY,0802122,5Y 0M 0D
V14470,11/14/2008,BURG/DWELL/OCCUP.CONVEY,03/03/2009,CLAY,0802122,10Y 0M 0D
V14470,08/16/2008,ACCESSORY AFT.FACT-OTHER,06/16/2010,PUTNAM,0801790,5Y 0M 0D
V14470,04/15/2009,ESCAPE,10/12/2012,PUTNAM,0900648,15Y 0M 0D
V14470,04/15/2009,GRAND THEFT MOTOR VEHICLE,10/12/2012,PUTNAM,0900648,5Y 0M 0D
V14470,04/15/2009,1ST DG MUR/PREMED. OR ATT.,10/12/2012,PUTNAM,0900648,
V14470,04/15/2009,HOME-INVASION ROBBERY,10/12/2012,PUTNAM,0900648,30Y 0M 0D
V14470,04/15/2009,GRAND THEFT MOTOR VEHICLE,10/12/2012,PUTNAM,0900648,5Y 0M 0D
V14470,04/15/2009,BURGUNOCCSTRUC/CV OR ATT.,10/12/2012,PUTNAM,0900806,5Y 0M 0D
V14470,04/15/2009,BURGUNOCCSTRUC/CV OR ATT.,10/12/2012,PUTNAM,0900807,5Y 0M 0D
358986,05/06/2007,FLEE LEO/NO REGARD,09/17/2007,SEMINOLE,0702368,28Y 0M 0D
358986,05/06/2007,COCAINE - POSSESSION,09/17/2007,SEMINOLE,0702368,5Y 0M 0D
358986,05/07/2007,1ST DG MUR/PREMED. OR ATT.,05/13/2009,SEMINOLE,0702377,DEATH SENTENCE
358986,05/07/2007,"KIDNAP,ASSAULT OR TERRORIZE",05/13/2009,SEMINOLE,0702377,SENTENCED TO LIFE
358986,05/07/2007,GRAND THEFT MOTOR VEHICLE,05/13/2009,SEMINOLE,0702377,5Y 0M 0D
358986,05/07/2007,ROBB. GUN OR DEADLY WPN,05/13/2009,SEMINOLE,0702377,SENTENCED TO LIFE
358986,05/07/2007,BURGLARY ASSAULT ANY PERSON,05/13/2009,SEMINOLE,0702377,SENTENCED TO LIFE
131596,01/12/2007,1ST DG MUR/PREMED. OR ATT.,06/15/2009,HIGHLANDS,0700041,
197598,09/19/2005,ROBB. GUN OR DEADLY WPN(ATTEMPTED),10/05/2009,BROWARD,0516484,15Y 0M 0D
197598,09/19/2005,AGG BATTERY/W/DEADLY WEAPON,10/05/2009,BROWARD,0516484,15Y 0M 0D
197598,09/25/2005,1ST DG MUR/PREMED. OR ATT.,10/09/2009,BROWARD,0516477,
197598,09/25/2005,KIDNAP;COMM.OR FAC.FELONY,10/09/2009,BROWARD,0516477,SENTENCED TO LIFE
197598,09/25/2005,ROBB. NO GUN/DDLY.WPN,10/09/2009,BROWARD,0516477,30Y 0M 0D
200047,02/18/2008,1ST DG MUR/PREMED. OR ATT.,11/19/2009,DUVAL,0802887,DEATH SENTENCE
200047,02/18/2008,1ST DG MUR/PREMED. OR ATT.,11/19/2009,DUVAL,0802887,DEATH SENTENCE
X45131,09/09/2006,"1ST DEG MUR,COM.OF FELONY",12/09/2009,LAKE,0602795,
X45131,09/09/2006,ROBB. GUN OR DEADLY WPN(CONSPIRACY TO COMMIT),12/09/2009,LAKE,0602795,15Y 0M 0D
X45131,09/09/2006,"BURGLARY,ARMED W/EXP. OR WEAPO",12/09/2009,LAKE,0602795,SENTENCED TO LIFE
X45131,09/09/2006,ROBB. GUN OR DEADLY WPN,12/09/2009,LAKE,0602795,SENTENCED TO LIFE
X45131,09/09/2006,AT.FLNY.MURD/NOT 782.04(3)(ATTEMPTED),12/09/2009,LAKE,0602795,SENTENCED TO LIFE
X45131,09/09/2006,AT.FLNY.MURD/NOT 782.04(3)(ATTEMPTED),12/09/2009,LAKE,0602795,SENTENCED TO LIFE
X45131,09/09/2006,"1ST DEG MUR,COM.OF FELONY",12/09/2009,LAKE,0602795,SENTENCED TO LIFE
132254,01/17/2008,KIDNAP;COMM.OR FAC.FELONY,12/04/2009,SARASOTA,0800936,SENTENCED TO LIFE
132254,01/17/2008,SEX BAT/COERCES BY THREAT,12/04/2009,SARASOTA,0800936,30Y 0M 0D
132254,01/17/2008,1ST DG MUR/PREMED. OR ATT.,12/04/2009,SARASOTA,0801087,DEATH SENTENCE
287224,08/08/2005,1ST DG MUR/PREMED. OR ATT.,12/10/2009,DUVAL,0511551,
287224,08/08/2005,OBSTRUCT CRIME INVESTIGATION,12/10/2009,DUVAL,0511551,5Y 0M 0D
Q23494,07/08/2008,1ST DG MUR/PREMED. OR ATT.,12/11/2009,BAY,0802244,
Q23494,07/08/2008,SEX BAT/ WPN. OR FORCE,12/11/2009,BAY,0802244,SENTENCED TO LIFE
Q23494,07/08/2008,AGGRAVATED CHILD ABUSE,12/11/2009,BAY,0802244,30Y 0M 0D
J30258,03/11/2008,"1ST DEG MUR,COM.OF FELONY",03/03/2010,CLAY,0800658,
J30258,03/11/2008,ROBB. GUN OR DEADLY WPN,03/03/2010,CLAY,0800658,30Y 0M 0D
J40507,07/21/2008,1ST DG MUR/PREMED. OR ATT.,12/11/2009,DUVAL,0813948,SENTENCED TO LIFE
J40507,09/01/2009,"CONTRABAND, CO DETENTN FAC",03/29/2010,DUVAL,0911580,5Y 0M 0D
J40507,09/09/2008,1ST DG MUR/PREMED. OR ATT.,09/01/2011,CLAY,0900671,DEATH SENTENCE
J40507,09/09/2008,ROBB. GUN OR DEADLY WPN,09/01/2011,CLAY,0900671,SENTENCED TO LIFE
133220,01/11/2009,1ST DG MUR/PREMED. OR ATT.,10/01/2010,DUVAL,0902002,
133220,01/11/2009,"2ND DEG.MURD,DANGEROUS ACT(ATTEMPTED)",10/01/2010,DUVAL,0902002,30Y 0M 0D
133220,08/02/2010,BATT.LEO/FIRFGT/EMS/ETC.,10/04/2010,DUVAL,1008621,5Y 0M 0D
M03128,01/21/1997,1ST DG MUR/PREMED. OR ATT.,10/01/2010,MIAMI-DADE,9816016,
M03128,01/21/1997,1ST DG MUR/PREMED. OR ATT.,10/01/2010,MIAMI-DADE,9816016,
M03128,01/21/1997,1ST DG MUR/PREMED. OR ATT.,10/01/2010,MIAMI-DADE,9816016,
M03128,01/21/1997,1ST DG MUR/PREMED. OR ATT.,10/01/2010,MIAMI-DADE,9816016,
M03128,01/21/1997,1ST DG MUR/PREMED. OR ATT.,10/01/2010,MIAMI-DADE,9816016,
M03128,01/21/1997,ROBB. GUN OR DEADLY WPN,10/01/2010,MIAMI-DADE,9816016,SENTENCED TO LIFE
M03128,01/21/1997,KIDNAP;COMM.OR FAC.FELONY,10/01/2010,MIAMI-DADE,9816016,SENTENCED TO LIFE
M03128,01/21/1997,BURGLARY ASSAULT ANY PERSON,10/01/2010,MIAMI-DADE,9816016,SENTENCED TO LIFE
J20499,12/12/2008,1ST DG MUR/PREMED. OR ATT.,11/05/2010,CLAY,0900233,DEATH SENTENCE
J20499,12/13/2008,ARSON WILLFUL DAMA.DWELLING,11/05/2010,CLAY,0900233,20Y 0M 0D
768915,07/09/2009,1ST DG MUR/PREMED. OR ATT.,02/17/2011,ESCAMBIA,0903249,
768915,07/09/2009,1ST DG MUR/PREMED. OR ATT.,02/17/2011,ESCAMBIA,0903249,
768915,07/09/2009,HOME-INVAS.ROBB.FA/DLY.WPN,02/17/2011,ESCAMBIA,0903249,SENTENCED TO LIFE
133897,12/01/2007,1ST DG MUR/PREMED. OR ATT.,04/21/2011,LEON,0800697,DEATH SENTENCE
133897,12/01/2007,"KIDNAP,ASSAULT OR TERRORIZE",04/21/2011,LEON,0800697,SENTENCED TO LIFE
133897,12/02/2007,"GRAND THEFT,300 L/5,000",04/21/2011,LEON,0800697,5Y 0M 0D
H27248,12/13/2007,1ST DG MUR/PREMED. OR ATT.,04/29/2011,POLK,0709386,DEATH SENTENCE
H27248,12/13/2007,1ST DG MUR/PREMED. OR ATT.,04/29/2011,POLK,0709386,SENTENCED TO LIFE
H27248,12/13/2007,1ST DG MUR/PREMED. OR ATT.,04/29/2011,POLK,0709386,DEATH SENTENCE
H27248,12/13/2007,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),04/29/2011,POLK,0709386,SENTENCED TO LIFE
H27248,12/13/2007,ROBB. GUN OR DEADLY WPN,04/29/2011,POLK,0709386,SENTENCED TO LIFE
H27248,12/13/2007,ARSON WILLFUL DAMA.DWELLING,04/29/2011,POLK,0709386,30Y 0M 0D
H27248,12/07/2007,1ST DG MUR/PREMED. OR ATT.,12/30/2012,POLK,0709613,DEATH SENTENCE
H27248,12/07/2007,1ST DG MUR/PREMED. OR ATT.,12/30/2012,POLK,0709613,DEATH SENTENCE
H27248,12/07/2007,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),12/30/2012,POLK,0709613,SENTENCED TO LIFE
H27248,12/07/2007,ROBB. GUN OR DEADLY WPN(ATTEMPTED),12/30/2012,POLK,0709613,20Y 0M 0D
H27248,12/07/2007,FEL/DELI W/GUN/CONC WPN/AMMO,12/30/2012,POLK,0709613,15Y 0M 0D
H27248,01/04/2007,"GRAND THEFT,300 L/5,000",10/07/2013,POLK,0700298,5Y 0M 0D
H27248,11/26/2006,"GRAND THEFT,300 L/5,000",10/07/2013,POLK,0700886,5Y 0M 0D
H27248,11/28/2006,"GRAND THEFT,300 L/5,000",10/07/2013,POLK,0700886,5Y 0M 0D
H27248,11/30/2006,"GRAND THEFT,300 L/5,000",10/07/2013,POLK,0700886,5Y 0M 0D
H27248,12/07/2006,"GRAND THEFT,300 L/5,000",10/07/2013,POLK,0700886,5Y 0M 0D
H27248,12/16/2006,"GRAND THEFT,300 L/5,000",10/07/2013,POLK,0700886,5Y 0M 0D
699575,02/08/2005,"1ST DEG MUR,COM.OF FELONY",05/19/2011,BREVARD,0548260,DEATH SENTENCE
699575,02/08/2005,"KIDNAP,ASSAULT OR TERRORIZE",05/19/2011,BREVARD,0548260,SENTENCED TO LIFE
444904,02/03/2008,"1ST DEG MUR,COM.OF FELONY",05/16/2011,BROWARD,0803736,DEATH SENTENCE
444904,02/03/2008,KIDNAP;COMM.OR FAC.FELONY,05/16/2011,BROWARD,0803736,SENTENCED TO LIFE
444904,02/03/2008,KIDNAP;COMM.OR FAC.FELONY,05/16/2011,BROWARD,0803736,SENTENCED TO LIFE
444904,02/03/2008,KIDNAP;COMM.OR FAC.FELONY,05/16/2011,BROWARD,0803736,SENTENCED TO LIFE
444904,02/03/2008,KIDNAP;COMM.OR FAC.FELONY,05/16/2011,BROWARD,0803736,SENTENCED TO LIFE
444904,02/03/2008,ROBB. GUN OR DEADLY WPN,05/16/2011,BROWARD,0803736,SENTENCED TO LIFE
130985,06/05/2007,"1ST DEG MUR,COM.OF FELONY",05/12/2011,DUVAL,0904417,DEATH SENTENCE
130985,06/05/2007,"1ST DEG MUR,COM.OF FELONY",05/12/2011,DUVAL,0904417,SENTENCED TO LIFE
130985,06/05/2007,"1ST DEG MUR,COM.OF FELONY",05/12/2011,DUVAL,0904417,DEATH SENTENCE
130985,06/05/2007,ROBB. GUN OR DEADLY WPN(ATTEMPTED),05/12/2011,DUVAL,0904417,25Y 0M 0D
130985,01/08/2004,CONS.TO VIO.RACKTEERING LAW,06/09/2011,DUVAL,0914759,1Y 6M 27D
130985,01/08/2004,ACQUIRE PROP. F/RACKETEERING,06/09/2011,DUVAL,0914759,1Y 6M 27D
120774,03/20/2010,"1ST DEG MUR,COM.OF FELONY(ATTEMPTED)",07/15/2011,DUVAL,1003064,SENTENCED TO LIFE
120774,03/20/2010,"1ST DEG MUR,COM.OF FELONY(ATTEMPTED)",07/15/2011,DUVAL,1003064,SENTENCED TO LIFE
120774,03/20/2010,FEL/DELI W/GUN/CONC WPN/AMMO,07/15/2011,DUVAL,1003064,15Y 0M 0D
120774,03/20/2010,HEROIN-POSS.LESS/10 GRAMS,07/15/2011,DUVAL,1003064,5Y 0M 0D
120774,12/28/2009,1ST DG MUR/PREMED. OR ATT.,04/04/2014,DUVAL,1209296,DEATH SENTENCE
120774,12/28/2009,ROBB. GUN OR DEADLY WPN,04/04/2014,DUVAL,1209296,SENTENCED TO LIFE
L88290,11/26/2008,"1ST DEG MUR,COM.OF FELONY(ATTEMPTED)",08/26/2011,PALM BEACH,0817526,SENTENCED TO LIFE
L88290,11/26/2008,"1ST DEG MUR,COM.OF FELONY(ATTEMPTED)",08/26/2011,PALM BEACH,0817526,SENTENCED TO LIFE
L88290,11/26/2008,"1ST DEG MUR,COM.OF FELONY(ATTEMPTED)",08/26/2011,PALM BEACH,0817526,SENTENCED TO LIFE
L88290,11/26/2008,ROBB. GUN OR DEADLY WPN,08/26/2011,PALM BEACH,0817526,SENTENCED TO LIFE
L88290,11/26/2008,ROBB. GUN OR DEADLY WPN,08/26/2011,PALM BEACH,0817526,SENTENCED TO LIFE
L88290,11/26/2008,ROBB. GUN OR DEADLY WPN,08/26/2011,PALM BEACH,0817526,SENTENCED TO LIFE
L88290,11/26/2008,ROBB. GUN OR DEADLY WPN,08/26/2011,PALM BEACH,0817526,SENTENCED TO LIFE
L88290,11/26/2008,ROBB. GUN OR DEADLY WPN,08/26/2011,PALM BEACH,0817526,SENTENCED TO LIFE
L88290,11/26/2008,ROBB. GUN OR DEADLY WPN,08/26/2011,PALM BEACH,0817526,SENTENCED TO LIFE
L88290,11/26/2008,AGG ASSLT-INTENT COMMIT FELONY,08/26/2011,PALM BEACH,0817526,20Y 0M 0D
L88290,11/26/2008,AGG ASSLT-INTENT COMMIT FELONY,08/26/2011,PALM BEACH,0817526,20Y 0M 0D
L88290,11/26/2008,AGG ASSLT-INTENT COMMIT FELONY,08/26/2011,PALM BEACH,0817526,20Y 0M 0D
L88290,11/26/2008,AGG ASSLT-INTENT COMMIT FELONY,08/26/2011,PALM BEACH,0817526,20Y 0M 0D
L88290,11/26/2008,AGG ASSLT-INTENT COMMIT FELONY,08/26/2011,PALM BEACH,0817526,20Y 0M 0D
L88290,11/26/2008,FALS.IMPRSN-NO 787.01 INT,08/26/2011,PALM BEACH,0817526,5Y 0M 0D
L88290,11/26/2008,FALS.IMPRSN-NO 787.01 INT,08/26/2011,PALM BEACH,0817526,5Y 0M 0D
L88290,11/26/2008,FALS.IMPRSN-NO 787.01 INT,08/26/2011,PALM BEACH,0817526,5Y 0M 0D
L88290,11/26/2008,FALS.IMPRSN-NO 787.01 INT,08/26/2011,PALM BEACH,0817526,5Y 0M 0D
L88290,11/26/2008,FALS.IMPRSN-NO 787.01 INT,08/26/2011,PALM BEACH,0817526,5Y 0M 0D
L88290,07/23/2008,ROBB. WPN-NOT DEADLY,11/09/2010,BROWARD,0823586,20Y 0M 0D
L88290,07/23/2008,ROBB. WPN-NOT DEADLY,11/09/2010,BROWARD,0823586,20Y 0M 0D
L88290,11/14/2008,1ST DG MUR/PREMED. OR ATT.,01/23/2015,BROWARD,0904654,DEATH SENTENCE
L88290,11/27/2008,1ST DG MUR/PREMED. OR ATT.,01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,06/20/2008,RACKETEERING,01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,06/20/2008,CONS.TO VIO.RACKTEERING LAW(CONSPIRACY TO COMMIT),01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,10/01/2008,DIRECTS GANG ACTIVITIES,01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,06/20/2008,ROBB. NO GUN/DDLY.WPN,01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,06/20/2008,ROBB. NO GUN/DDLY.WPN,01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,10/13/2008,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,10/13/2008,AGG BATTERY INTENDED HARM,01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,10/19/2008,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,10/19/2008,"2ND DEG.MURD,DANGEROUS ACT(ATTEMPTED)",01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,10/19/2008,"2ND DEG.MURD,DANGEROUS ACT(ATTEMPTED)",01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,11/15/2008,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,11/24/2008,ROBB. GUN OR DEADLY WPN,01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,11/24/2008,ROBB. GUN OR DEADLY WPN,01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,11/24/2008,ROBB. GUN OR DEADLY WPN,01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,11/27/2008,ROBB. GUN OR DEADLY WPN,01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
L88290,12/03/2008,ROBB. NO GUN/DDLY.WPN,01/23/2015,BROWARD,0904654,SENTENCED TO LIFE
D30662,06/18/2009,1ST DG MUR/PREMED. OR ATT.,10/28/2011,DUVAL,0908160,SENTENCED TO LIFE
J25731,01/31/2009,FEL/DELI W/GUN/CONC WPN/AMMO,10/26/2011,DUVAL,1001232,3Y 0M 0D
J25731,10/23/2009,TRAFFIC IN STOLEN PROPERTY,10/26/2011,DUVAL,1001233,3Y 0M 0D
J25731,10/23/2009,FALS INF. TO PWNBRKR<$300,10/26/2011,DUVAL,1001233,3Y 0M 0D
J25731,12/04/2009,TRAFFIC IN STOLEN PROPERTY,10/26/2011,DUVAL,1001233,3Y 0M 0D
J25731,12/04/2009,FALS INF. TO PWNBRKR<$300,10/26/2011,DUVAL,1001233,3Y 0M 0D
J25731,12/13/2009,TRAFFIC IN STOLEN PROPERTY,10/26/2011,DUVAL,1001233,3Y 0M 0D
J25731,12/13/2009,FALS INF. TO PWNBRKR<$300,10/26/2011,DUVAL,1001233,3Y 0M 0D
J25731,12/28/2009,"1ST DEG MUR,COM.OF FELONY",10/27/2011,DUVAL,1001450,
J25731,12/28/2009,"BURGLARY,ARMED W/EXP. OR WEAPO",10/27/2011,DUVAL,1001450,SENTENCED TO LIFE
J25731,12/28/2009,GRAND THEFT MOTOR VEHICLE,10/27/2011,DUVAL,1001450,10Y 0M 0D
J25731,01/08/2010,TRAFFIC IN STOLEN PROPERTY,10/27/2011,DUVAL,1001450,30Y 0M 0D
J25731,01/08/2010,FALS INF. TO PWNBRKR<$300,10/27/2011,DUVAL,1001450,10Y 0M 0D
U44139,03/15/2000,1ST DG MUR/PREMED. OR ATT.,02/28/2012,SUMTER,0600768,DEATH SENTENCE
U44139,03/15/2000,1ST DG MUR/PREMED. OR ATT.,02/28/2012,SUMTER,0600768,DEATH SENTENCE
U44139,03/15/2000,"BURGLARY,ARMED W/EXP. OR WEAPO",02/28/2012,SUMTER,0600768,SENTENCED TO LIFE
J46231,07/08/2010,"1ST DEG MUR,COM.OF FELONY",03/30/2012,DUVAL,1008424,DEATH SENTENCE
J18546,07/20/2008,1ST DG MUR/PREMED. OR ATT.,03/30/2012,DUVAL,0811059,
J18546,07/20/2008,1ST DG MUR/PREMED. OR ATT.,03/30/2012,DUVAL,0811059,SENTENCED TO LIFE
J18546,07/20/2008,ROBB. GUN OR DEADLY WPN(ATTEMPTED),03/30/2012,DUVAL,0811059,SENTENCED TO LIFE
J18546,07/20/2008,FEL/DELI W/GUN/CONC WPN/AMMO,03/30/2012,DUVAL,0811059,15Y 0M 0D
J18546,07/20/2008,GRAND THEFT MOTOR VEHICLE,03/30/2012,DUVAL,0811059,5Y 0M 0D
Q26629,12/16/2010,1ST DG MUR/PREMED. OR ATT.,05/18/2012,HOLMES,1100011,DEATH SENTENCE
Q26629,12/16/2010,KIDNAP;COMM.OR FAC.FELONY,05/18/2012,HOLMES,1100011,100Y 0M 0D
436687,10/28/2009,1ST DG MUR/PREMED. OR ATT.,08/03/2012,DUVAL,0914374,
155917,03/24/2010,1ST DG MUR/PREMED. OR ATT.,09/28/2012,ESCAMBIA,1001608,DEATH SENTENCE
801152,07/28/2009,1ST DG MUR/PREMED. OR ATT.,10/19/2012,OKEECHOBEE,0900448,DEATH SENTENCE
801152,07/28/2009,"BURGLARY,ARMED W/EXP. OR WEAPO",10/19/2012,OKEECHOBEE,0900448,SENTENCED TO LIFE
801152,07/28/2009,TRAFFIC IN STOLEN PROPERTY,10/19/2012,OKEECHOBEE,0900448,15Y 0M 0D
N08206,12/24/2010,1ST DG MUR/PREMED. OR ATT.,11/15/2012,GADSDEN,1000663,DEATH SENTENCE
N08206,12/24/2010,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/15/2012,GADSDEN,1000663,SENTENCED TO LIFE
N08206,12/24/2010,ROBB. GUN OR DEADLY WPN,11/15/2012,GADSDEN,1000663,30Y 0M 0D
N08206,12/24/2010,ROBB. GUN OR DEADLY WPN(ATTEMPTED),11/15/2012,GADSDEN,1000663,15Y 0M 0D
N08206,12/24/2010,"ARSON,WILLFUL DAMA.STRUCT.",11/15/2012,GADSDEN,1000663,30Y 0M 0D
N08206,10/27/2004,"CARJACK W/FA,DEADLY WEAPON",11/15/2012,GADSDEN,1200039,SENTENCED TO LIFE
N08206,10/27/2004,KIDNAP;COMM.OR FAC.FELONY,11/15/2012,GADSDEN,1200039,SENTENCED TO LIFE
H17413,10/29/2009,1ST DG MUR/PREMED. OR ATT.,12/17/2012,SEMINOLE,0905140,DEATH SENTENCE
H17413,10/29/2009,"KIDNAP,ASSAULT OR TERRORIZE",12/17/2012,SEMINOLE,0905140,SENTENCED TO LIFE
H17413,10/29/2009,SEX BAT/ WPN. OR FORCE,12/17/2012,SEMINOLE,0905140,SENTENCED TO LIFE
135556,04/26/2002,1ST DG MUR/PREMED. OR ATT.,01/31/2013,MIAMI-DADE,0212509,
135556,04/26/2002,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),01/31/2013,MIAMI-DADE,0212509,SENTENCED TO LIFE
135556,04/26/2002,KIDNAP;COMM.OR FAC.FELONY,01/31/2013,MIAMI-DADE,0212509,SENTENCED TO LIFE
135556,04/26/2002,KIDNAP;COMM.OR FAC.FELONY,01/31/2013,MIAMI-DADE,0212509,SENTENCED TO LIFE
135556,04/26/2002,ROBB. GUN OR DEADLY WPN,01/31/2013,MIAMI-DADE,0212509,SENTENCED TO LIFE
135556,04/26/2002,ROBB. GUN OR DEADLY WPN,01/31/2013,MIAMI-DADE,0212509,SENTENCED TO LIFE
135556,04/26/2002,SEX BAT/ WPN. OR FORCE,01/31/2013,MIAMI-DADE,0212509,SENTENCED TO LIFE
135769,03/14/2009,HOME-INVAS.ROBB.FA/DLY.WPN,12/28/2011,SARASOTA,0914435,SENTENCED TO LIFE
135769,03/14/2009,"KIDNAP,ASSAULT OR TERRORIZE",12/28/2011,SARASOTA,0914435,SENTENCED TO LIFE
135769,08/03/2009,1ST DG MUR/PREMED. OR ATT.,05/28/2013,MANATEE,1000479,DEATH SENTENCE
135769,04/05/2009,"2ND DEG.MURD,DANGEROUS ACT",06/14/2019,SARASOTA,1801132,SENTENCED TO LIFE
135769,04/05/2009,SEX BAT/ WPN. OR FORCE,06/14/2019,SARASOTA,1801132,SENTENCED TO LIFE
135769,04/05/2009,SEX BAT/ WPN. OR FORCE,06/14/2019,SARASOTA,1801132,SENTENCED TO LIFE
R17884,08/17/2008,1ST DG MUR/PREMED. OR ATT.,08/23/2013,PINELLAS,0818029,
R17884,08/17/2008,1ST DG MUR/PREMED. OR ATT.,08/23/2013,PINELLAS,0818029,
R17884,08/17/2008,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),08/23/2013,PINELLAS,0818029,SENTENCED TO LIFE
180632,06/24/2009,"1ST DEG MUR,COM.OF FELONY",09/23/2013,VOLUSIA,0902872,
180632,06/24/2009,ROBB. GUN OR DEADLY WPN,09/23/2013,VOLUSIA,0902872,SENTENCED TO LIFE
135963,10/01/2004,"1ST DEG MUR,COM.OF FELONY",10/01/2013,DUVAL,0810726,
135997,06/16/2011,1ST DG MUR/PREMED. OR ATT.,10/17/2013,WALTON,1100353,DEATH SENTENCE
135997,06/16/2011,SEX BAT/ WPN. OR FORCE,10/17/2013,WALTON,1100353,SENTENCED TO LIFE
135997,06/16/2011,KIDNAP;COMM.OR FAC.FELONY,10/17/2013,WALTON,1100353,SENTENCED TO LIFE
135997,06/16/2011,AGGRAVATED CHILD ABUSE,10/17/2013,WALTON,1100353,30Y 0M 0D
X46345,05/09/2012,BURGLARY ASSAULT ANY PERSON,10/11/2013,ORANGE,1206086,SENTENCED TO LIFE
X46345,05/09/2012,ROBB. GUN OR DEADLY WPN,10/11/2013,ORANGE,1206086,SENTENCED TO LIFE
X46345,05/09/2012,ROBB. GUN OR DEADLY WPN,10/11/2013,ORANGE,1206086,SENTENCED TO LIFE
X46345,05/09/2012,ROBB. GUN OR DEADLY WPN,10/11/2013,ORANGE,1206086,SENTENCED TO LIFE
X46345,05/09/2012,ROBB. GUN OR DEADLY WPN,10/11/2013,ORANGE,1206086,SENTENCED TO LIFE
X46345,09/10/2012,1ST DG MUR/PREMED. OR ATT.,11/17/2015,ORANGE,1214950,
X46345,09/10/2012,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/17/2015,ORANGE,1214950,SENTENCED TO LIFE
X46345,09/10/2012,1ST DG MUR/PREMED. OR ATT.(ATTEMPTED),11/17/2015,ORANGE,1214950,SENTENCED TO LIFE
X46345,09/10/2012,"BURGLARY,ARMED W/EXP. OR WEAPO",11/17/2015,ORANGE,1214950,SENTENCED TO LIFE
U21898,09/22/2010,1ST DG MUR/PREMED. OR ATT.,12/13/2013,PASCO,1006284,
U41472,07/06/2010,BURG/DWELL/OCCUP.CONVEY,08/27/2013,MARION,1002644,5Y 0M 0D
U41472,07/06/2010,"GRAND THEFT,300 L/5,000",08/27/2013,MARION,1002644,5Y 0M 0D
U41472,04/17/2011,1ST DG MUR/PREMED. OR ATT.,12/13/2013,MARION,1101491,DEATH SENTENCE
D51268,05/06/2013,ROBB. GUN OR DEADLY WPN,12/13/2013,SEMINOLE,1301377,10Y 0M 0D
D51268,04/26/2013,1ST DG MUR/PREMED. OR ATT.,12/18/2019,VOLUSIA,1312943,DEATH SENTENCE
